name,material_type,core_size_nm,zeta_potential_mv,surface_area_m2g,coating,source_type,doi,ic50,ec50,pec50,cell_line,exposure_time_h
"s_10.1021_FS_nl0730155_PC_derived:303,304,305",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:306,307,308",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:309,310,311",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:312,313,314",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:315,316,317",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:318,319,320",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:321,322,323",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:324,325,326",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:327,328,329",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:330,331,332",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:333,334,335",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:336,337,338",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:339,340,341",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:342,343,344",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:345,346,347",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:348,349,350",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:351,352,353",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:354,355,356",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:357,358,359",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:360,361,362",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:363,364,365",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:366,367,368",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
"s_10.1021_FS_nl0730155_PC_derived:369,370,371",Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
s_10.1021_FS_nl0730155_PC_1,Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
s_10.1021_FS_nl0730155_PC_2,Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
s_10.1021_FS_nl0730155_PC_3,Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
s_10.1021_FS_nl0730155_PC_4,Aluminum Oxide,,,,,literature_mined,10.1021/nl0730155,,,,a_10,
