substance_name,jrc_id,topcategory,endpointcategory,endpoint,value_numeric,unit,text_value,reference,source_type,provenance_note
Ag 200 nm,NM-302,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,3000.0,nm,3000 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,846.0,nm,846 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 74 nm,NRCWE-007,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,10000.0,nm,10000 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Fe2O3 40 nm,NRCWE-019,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,600.0,nm,600 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,31.0,nm,31 nm,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,31.0,nm,31 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
TiO2 63 nm,TiO2@PBPK,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,63.0,nm,63 nm,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
TiO2 63 nm,TiO2@PBPK,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,63.0,nm,63 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,500.0,nm,500-10000 nm,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Nanofibrillar cellulose 7-20 nm,UPM Biofibrils NS,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,2000.0,nm,2000-20000 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,PC_GRANULOMETRY_SECTION,LENGTH,1000000.0,nm,1000000 nm,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 20 nm,Ag @ IIT,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,metallic,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-101 (TiO2 6 nm),JRCNM01001a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-102 (TiO2 21-22 nm),JRCNM01002a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,Anatase:Rutile (84:16),,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-110 (ZnO 147 nm),JRCNM01100a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,zincite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,zincite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (SiO2 13-45 nm),JRCNM02003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,"Synthetic Amorphous Silica, precipitated",,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-211 (CeO2 pending),JRCNM02101a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cerite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cerite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-600 (Bentonite 288 nm),JRCNM06000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,smectite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 15 nm,JRCNM40002a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 42217 nm,JRCNM40005a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 20-30 nm,JRCNM40006a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 20-30 nm,JRCNM40009a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT,JRCNM46000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,SWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
TiO2,JRCNM62002a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cellulose,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Nanofibrillar cellulose 3-> nm,NFC Medium-coarse,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cellulose,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-100 (TiO2 110 nm),JRCNM01000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-100 (TiO2 110 nm),JRCNM01000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-101 (TiO2 6 nm),JRCNM01001a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,anatase,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-103 (TiO2 24.7 nm),JRCNM01003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-103 (TiO2 24.7 nm),JRCNM01003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,zincite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (silica 24.7 nm),JRCNM02003a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cerite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-212 (CeO2 33 nm),JRCNM02102a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cerite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,baryte,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
BaSO4 25 nm,NM-220,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,baryte,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 16.7 nm,NM-300K,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,metallic,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,metallic,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 200 nm,NM-302,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,metallic,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
SWCNT 2 nm,NM-411,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,SWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
TiO2 (bimodal) 50 nm,NRCWE-001,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile:anatase (93:7),,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
TiO2 80 nm,NRCWE-004,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,rutile,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
graphite 4 nm,NRCWE-005,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,graphite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
MWCNT 74 nm,NRCWE-007,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,MWCNT,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Ag 42.5 nm,NRCWE-009,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,metallic,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-011,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-012,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-013,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-014,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-015,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-016,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
CaCO3 40 nm,NRCWE-017,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,calcite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Fe2O3 60 nm,NRCWE-018,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,hematite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Fe2O3 40 nm,NRCWE-019,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,hematite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,magnetite,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,magnetite,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 120 nm,SiO2@IIT 120_neg_green,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 120 nm,SiO2@IIT 120_pos,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 120 nm,SiO2@IIT 120_pos_green,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 120 nm,SiO2@IIT 120_pos_red,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 20 nm,SiO2@IIT 20_neg,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 20 nm,SiO2@IIT 20_neg_red,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 20 nm,SiO2@IIT 20_pos_green,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_green,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_neg_red,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_pos,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Silica 50 nm,SiO2@IIT 50_pos_green,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,amorphous,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cellulose,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Nanofibrillar cellulose 7-20 nm,UPM Biofibrils NS,P-CHEM,CRYSTALLINE_PHASE_SECTION,POLYMORPHISM,,NULL,cellulose,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,2.3,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,2.3,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-101 (TiO2 6 nm),JRCNM01001a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,8.0,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-102 (TiO2 21-22 nm),JRCNM01002a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,0.4,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,2.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
Unknown Nanomaterial,,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,,NULL,no,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,1.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,3.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-203 (SiO2 13-45 nm),JRCNM02003a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,,NULL,not detectable,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,84.0,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-401 (MWCNT 64.2 nm),JRCNM04001a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,82.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-402 (MWCNT 12.7 nm),JRCNM04002a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,80.4,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-403 (MWCNT 12 nm),JRCNM04003a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,96.8,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-101 (TiO2 6 nm),JRCNM01001a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,8.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-103 (TiO2 24.7 nm),JRCNM01003a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,2.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-103 (TiO2 24.7 nm),JRCNM01003a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,2.0,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-111 (ZnO 141 nm),JRCNM01101a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,1.0,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-200 (silica 18.3 nm),JRCNM02000a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,3.0,wt%,,,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
NM-400 (MWCNT 13.6 nm),JRCNM04000a,P-CHEM,SURFACE_CHEMISTRY_SECTION,PURITY OF PARTICLES,84.0,wt%,,Provided,nanoreg_mined,Ingested from ENANOMAPPER dump (nanoreg_nrfiles.sql.xz/nanoreg2.sql.xz).
